There are 13 pairs of portals
Starting at 32,13
Aiming for 0,11
Testing at 0: 32,13; Dist: 0
Testing at 29: 2,23; Dist: 363
Testing at 29: 1,30; Dist: 363
Testing at 29: 4,5; Dist: 363
Testing at 29: 3,4; Dist: 363
Testing at 30: 3,25; Dist: 363
Testing at 30: 1,27; Dist: 363
Testing at 21: 26,37; Dist: 363
Testing at 21: 24,39; Dist: 363
Testing at 21: 22,39; Dist: 363
Testing at 21: 23,40; Dist: 363
Testing at 18: 11,37; Dist: 363
Testing at 18: 13,35; Dist: 363
Testing at 17: 2,35; Dist: 363
Testing at 17: 3,36; Dist: 363
Testing at 6: 1,19; Dist: 363
Testing at 7: 23,2; Dist: 363
Testing at 3: 31,1; Dist: 364
Testing at 3: 27,9; Dist: 364
Testing at 3: 19,39; Dist: 364
Testing at 3: 15,35; Dist: 364
Testing at 2: 1,18; Dist: 364
Testing at 15: 3,17; Dist: 364
Testing at 14: 11,34; Dist: 364
Testing at 15: 1,19; Dist: 364
Testing at 17: 5,1; Dist: 364
Testing at 17: 7,3; Dist: 364
Testing at 16: 24,3; Dist: 364
Testing at 16: 23,2; Dist: 364
Testing at 27: 31,17; Dist: 364
Testing at 27: 3,27; Dist: 364
Testing at 27: 5,29; Dist: 364
Testing at 27: 5,11; Dist: 364
Testing at 28: 5,26; Dist: 364
Testing at 28: 5,8; Dist: 364
Testing at 28: 1,2; Dist: 364
Testing at 29: 5,23; Dist: 364
Testing at 29: 1,23; Dist: 364
Testing at 29: 1,31; Dist: 364
Testing at 29: 5,5; Dist: 364
Testing at 29: 3,3; Dist: 364
Testing at 30: 3,24; Dist: 364
Testing at 30: 1,28; Dist: 364
Testing at 21: 27,37; Dist: 364
Testing at 21: 25,39; Dist: 364
Testing at 21: 21,39; Dist: 364
Testing at 20: 19,34; Dist: 364
Testing at 18: 12,35; Dist: 364
Testing at 17: 1,35; Dist: 364
Testing at 17: 3,37; Dist: 364
Testing at 6: 1,18; Dist: 364
Testing at 7: 23,3; Dist: 364
Testing at 3: 16,35; Dist: 365
Testing at 2: 1,17; Dist: 365
Testing at 15: 4,17; Dist: 365
Testing at 14: 11,35; Dist: 365
Testing at 15: 1,20; Dist: 365
Testing at 17: 4,1; Dist: 365
Testing at 17: 5,2; Dist: 365
Testing at 16: 25,3; Dist: 365
Testing at 16: 23,1; Dist: 365
Testing at 27: 30,17; Dist: 365
Testing at 27: 31,18; Dist: 365
Testing at 27: 3,28; Dist: 365
Testing at 27: 6,29; Dist: 365
Testing at 27: 5,30; Dist: 365
Testing at 27: 6,11; Dist: 365
Testing at 28: 5,27; Dist: 365
Testing at 28: 5,9; Dist: 365
Testing at 28: 1,1; Dist: 365
Testing at 29: 5,24; Dist: 365
Testing at 29: 5,6; Dist: 365
Testing at 29: 2,3; Dist: 365
Testing at 30: 3,23; Dist: 365
Testing at 30: 1,29; Dist: 365
Testing at 21: 28,37; Dist: 365
Testing at 21: 27,38; Dist: 365
Testing at 21: 21,38; Dist: 365
Testing at 20: 19,35; Dist: 365
Testing at 18: 11,35; Dist: 365
Testing at 17: 2,37; Dist: 365
Testing at 17: 3,38; Dist: 365
Testing at 6: 1,17; Dist: 365
Testing at 7: 24,3; Dist: 365
Testing at 7: 22,3; Dist: 365
Testing at 3: 17,35; Dist: 366
Testing at 2: 2,17; Dist: 366
Testing at 2: 0,17; Dist: 366
Testing at 2: 1,16; Dist: 366
Testing at 15: 5,17; Dist: 366
Testing at 14: 12,35; Dist: 366
Testing at 14: 10,35; Dist: 366
Testing at 15: 1,21; Dist: 366
Testing at 17: 3,1; Dist: 366
Testing at 17: 5,3; Dist: 366
Testing at 16: 26,3; Dist: 366
Testing at 16: 25,4; Dist: 366
Testing at 16: 25,2; Dist: 366
Testing at 16: 23,0; Dist: 366
Testing at 27: 29,17; Dist: 366
Testing at 27: 31,19; Dist: 366
Testing at 27: 3,29; Dist: 366
Testing at 28: 11,40; Dist: 366
Testing at 27: 5,31; Dist: 366
Testing at 28: 32,17; Dist: 366
Testing at 28: 4,27; Dist: 366
Testing at 28: 5,28; Dist: 366
Testing at 28: 5,10; Dist: 366
Testing at 29: 5,25; Dist: 366
Testing at 29: 5,7; Dist: 366
Testing at 29: 1,3; Dist: 366
Testing at 30: 4,23; Dist: 366
Testing at 30: 2,23; Dist: 366
Testing at 30: 1,30; Dist: 366
Testing at 21: 29,37; Dist: 366
Testing at 21: 27,39; Dist: 366
Testing at 21: 21,37; Dist: 366
Testing at 20: 18,35; Dist: 366
Testing at 18: 10,35; Dist: 366
Testing at 18: 11,34; Dist: 366
Testing at 17: 1,37; Dist: 366
Testing at 17: 3,39; Dist: 366
Testing at 6: 2,17; Dist: 366
Testing at 6: 0,17; Dist: 366
Testing at 6: 1,16; Dist: 366
Testing at 7: 25,3; Dist: 366
Testing at 7: 21,3; Dist: 366
Testing at 3: 18,35; Dist: 367
Testing at 3: 17,36; Dist: 367
Testing at 2: 3,17; Dist: 367
Testing at 1: 11,34; Dist: 367
Testing at 2: 1,15; Dist: 367
Testing at 15: 5,16; Dist: 367
Testing at 14: 13,35; Dist: 367
Testing at 14: 9,35; Dist: 367
Testing at 15: 2,21; Dist: 367
Testing at 16: 27,3; Dist: 367
Testing at 16: 25,5; Dist: 367
Testing at 16: 25,1; Dist: 367
Testing at 15: 6,19; Dist: 367
Testing at 27: 30,19; Dist: 367
Testing at 28: 11,39; Dist: 367
Testing at 27: 4,31; Dist: 367
Testing at 27: 5,32; Dist: 367
Testing at 28: 31,17; Dist: 367
Testing at 28: 3,27; Dist: 367
Testing at 28: 5,29; Dist: 367
Testing at 28: 5,11; Dist: 367
Testing at 29: 5,26; Dist: 367
Testing at 29: 5,8; Dist: 367
Testing at 29: 1,2; Dist: 367
Testing at 30: 5,23; Dist: 367
Testing at 30: 1,23; Dist: 367
Testing at 30: 1,31; Dist: 367
Testing at 21: 30,37; Dist: 367
Testing at 21: 28,39; Dist: 367
Testing at 20: 17,35; Dist: 367
Testing at 18: 9,35; Dist: 367
Testing at 19: 0,17; Dist: 367
Testing at 17: 1,38; Dist: 367
Testing at 6: 3,17; Dist: 367
Testing at 5: 11,34; Dist: 367
Testing at 6: 1,15; Dist: 367
Testing at 7: 26,3; Dist: 367
Testing at 7: 25,4; Dist: 367
Testing at 7: 25,2; Dist: 367
Testing at 7: 21,4; Dist: 367
Testing at 7: 21,2; Dist: 367
Testing at 3: 19,35; Dist: 368
Testing at 3: 17,37; Dist: 368
Testing at 2: 4,17; Dist: 368
Testing at 1: 11,35; Dist: 368
Testing at 2: 2,15; Dist: 368
Testing at 2: 0,15; Dist: 368
Testing at 15: 5,15; Dist: 368
Testing at 14: 13,36; Dist: 368
Testing at 14: 8,35; Dist: 368
Testing at 14: 9,36; Dist: 368
Testing at 15: 3,21; Dist: 368
Testing at 16: 27,4; Dist: 368
Testing at 16: 27,2; Dist: 368
Testing at 15: 5,19; Dist: 368
Testing at 27: 29,19; Dist: 368
Testing at 28: 12,39; Dist: 368
Testing at 28: 10,39; Dist: 368
Testing at 27: 3,31; Dist: 368
Testing at 27: 5,33; Dist: 368
Testing at 28: 30,17; Dist: 368
Testing at 28: 31,18; Dist: 368
Testing at 28: 3,28; Dist: 368
Testing at 28: 6,29; Dist: 368
Testing at 28: 5,30; Dist: 368
Testing at 28: 6,11; Dist: 368
Testing at 29: 5,27; Dist: 368
Testing at 29: 5,9; Dist: 368
Testing at 29: 1,1; Dist: 368
Testing at 30: 5,24; Dist: 368
Testing at 21: 31,37; Dist: 368
Testing at 21: 29,39; Dist: 368
Testing at 20: 16,35; Dist: 368
Testing at 20: 17,36; Dist: 368
Testing at 18: 8,35; Dist: 368
Testing at 18: 9,36; Dist: 368
Testing at 19: 1,17; Dist: 368
Testing at 17: 1,39; Dist: 368
Testing at 6: 4,17; Dist: 368
Testing at 5: 11,35; Dist: 368
Testing at 6: 2,15; Dist: 368
Testing at 6: 0,15; Dist: 368
Testing at 7: 27,3; Dist: 368
Testing at 7: 25,5; Dist: 368
Testing at 7: 25,1; Dist: 368
Testing at 7: 21,5; Dist: 368
Testing at 7: 21,1; Dist: 368
Testing at 3: 19,34; Dist: 369
Testing at 3: 18,37; Dist: 369
Testing at 2: 5,17; Dist: 369
Testing at 1: 12,35; Dist: 369
Testing at 1: 10,35; Dist: 369
Testing at 2: 3,15; Dist: 369
Testing at 1: 26,19; Dist: 369
Testing at 14: 13,37; Dist: 369
Testing at 14: 7,35; Dist: 369
Testing at 14: 9,37; Dist: 369
Testing at 15: 4,21; Dist: 369
Testing at 15: 3,20; Dist: 369
Testing at 16: 27,5; Dist: 369
Testing at 16: 27,1; Dist: 369
Testing at 15: 5,20; Dist: 369
Testing at 27: 28,19; Dist: 369
Testing at 28: 13,39; Dist: 369
Testing at 28: 9,39; Dist: 369
Testing at 27: 4,33; Dist: 369
Testing at 27: 5,34; Dist: 369
Testing at 28: 29,17; Dist: 369
Testing at 28: 31,19; Dist: 369
Testing at 28: 3,29; Dist: 369
Testing at 29: 11,40; Dist: 369
Testing at 28: 5,31; Dist: 369
Testing at 29: 32,17; Dist: 369
Testing at 29: 4,27; Dist: 369
Testing at 29: 5,28; Dist: 369
Testing at 29: 5,10; Dist: 369
Testing at 30: 5,25; Dist: 369
Testing at 21: 31,38; Dist: 369
Testing at 20: 15,35; Dist: 369
Testing at 20: 17,37; Dist: 369
Testing at 18: 7,35; Dist: 369
Testing at 18: 9,37; Dist: 369
Testing at 19: 2,17; Dist: 369
Testing at 19: 1,18; Dist: 369
Testing at 19: 1,16; Dist: 369
Testing at 6: 5,17; Dist: 369
Testing at 5: 12,35; Dist: 369
Testing at 5: 10,35; Dist: 369
Testing at 6: 3,15; Dist: 369
Testing at 5: 26,19; Dist: 369
Testing at 7: 27,4; Dist: 369
Testing at 7: 27,2; Dist: 369
Testing at 7: 22,5; Dist: 369
Testing at 7: 20,5; Dist: 369
Testing at 7: 21,6; Dist: 369
Testing at 4: 23,40; Dist: 370
Testing at 3: 19,37; Dist: 370
Testing at 2: 5,16; Dist: 370
Testing at 1: 13,35; Dist: 370
Testing at 1: 9,35; Dist: 370
Testing at 1: 27,19; Dist: 370
Testing at 14: 12,37; Dist: 370
Testing at 14: 13,38; Dist: 370
Testing at 14: 8,37; Dist: 370
Testing at 15: 5,21; Dist: 370
Testing at 15: 3,19; Dist: 370
Testing at 16: 28,5; Dist: 370
Testing at 27: 27,19; Dist: 370
Testing at 28: 13,38; Dist: 370
Testing at 28: 8,39; Dist: 370
Testing at 27: 3,33; Dist: 370
Testing at 27: 5,35; Dist: 370
Testing at 28: 30,19; Dist: 370
Testing at 29: 11,39; Dist: 370
Testing at 28: 4,31; Dist: 370
Testing at 28: 5,32; Dist: 370
Testing at 29: 31,17; Dist: 370
Testing at 29: 3,27; Dist: 370
Testing at 29: 5,29; Dist: 370
Testing at 29: 5,11; Dist: 370
Testing at 30: 5,26; Dist: 370
Testing at 21: 31,39; Dist: 370
Testing at 20: 15,36; Dist: 370
Testing at 20: 18,37; Dist: 370
Testing at 18: 8,37; Dist: 370
Testing at 19: 3,17; Dist: 370
Testing at 19: 1,19; Dist: 370
Testing at 19: 1,15; Dist: 370
Testing at 6: 5,16; Dist: 370
Testing at 5: 13,35; Dist: 370
Testing at 5: 9,35; Dist: 370
Testing at 5: 27,19; Dist: 370
Testing at 7: 27,5; Dist: 370
Testing at 7: 27,1; Dist: 370
Testing at 7: 23,5; Dist: 370
Testing at 7: 19,5; Dist: 370
Testing at 8: 13,0; Dist: 370
Testing at 4: 23,39; Dist: 371
Testing at 2: 5,15; Dist: 371
Testing at 1: 13,36; Dist: 371
Testing at 1: 8,35; Dist: 371
Testing at 1: 9,36; Dist: 371
Testing at 1: 28,19; Dist: 371
Testing at 1: 27,20; Dist: 371
Testing at 1: 27,18; Dist: 371
Testing at 14: 11,37; Dist: 371
Testing at 14: 13,39; Dist: 371
Testing at 14: 7,37; Dist: 371
Testing at 15: 6,21; Dist: 371
Testing at 16: 29,5; Dist: 371
Testing at 27: 26,19; Dist: 371
Testing at 27: 27,20; Dist: 371
Testing at 27: 27,18; Dist: 371
Testing at 28: 13,37; Dist: 371
Testing at 28: 7,39; Dist: 371
Testing at 27: 2,33; Dist: 371
Testing at 27: 3,34; Dist: 371
Testing at 28: 29,19; Dist: 371
Testing at 29: 12,39; Dist: 371
Testing at 29: 10,39; Dist: 371
Testing at 28: 3,31; Dist: 371
Testing at 28: 5,33; Dist: 371
Testing at 29: 30,17; Dist: 371
Testing at 29: 31,18; Dist: 371
Testing at 29: 3,28; Dist: 371
Testing at 29: 6,29; Dist: 371
Testing at 29: 5,30; Dist: 371
Testing at 29: 6,11; Dist: 371
Testing at 30: 5,27; Dist: 371
Testing at 20: 15,37; Dist: 371
Testing at 20: 19,37; Dist: 371
Testing at 18: 7,37; Dist: 371
Testing at 19: 4,17; Dist: 371
Testing at 19: 1,20; Dist: 371
Testing at 19: 2,15; Dist: 371
Testing at 19: 0,15; Dist: 371
Testing at 6: 5,15; Dist: 371
Testing at 5: 13,36; Dist: 371
Testing at 5: 8,35; Dist: 371
Testing at 5: 9,36; Dist: 371
Testing at 5: 28,19; Dist: 371
Testing at 5: 27,20; Dist: 371
Testing at 5: 27,18; Dist: 371
Testing at 7: 28,5; Dist: 371
Testing at 8: 13,1; Dist: 371
Testing at 4: 24,39; Dist: 372
Testing at 4: 22,39; Dist: 372
Testing at 4: 23,38; Dist: 372
Testing at 1: 13,37; Dist: 372
Testing at 1: 7,35; Dist: 372
Testing at 1: 9,37; Dist: 372
Testing at 1: 29,19; Dist: 372
Testing at 1: 27,21; Dist: 372
Testing at 1: 27,17; Dist: 372
Testing at 14: 12,39; Dist: 372
Testing at 14: 6,37; Dist: 372
Testing at 16: 15,40; Dist: 372
Testing at 16: 30,5; Dist: 372
Testing at 16: 29,6; Dist: 372
Testing at 16: 29,4; Dist: 372
Testing at 28: 0,15; Dist: 372
Testing at 27: 27,21; Dist: 372
Testing at 27: 27,17; Dist: 372
Testing at 28: 12,37; Dist: 372
Testing at 28: 13,36; Dist: 372
Testing at 27: 1,33; Dist: 372
Testing at 27: 3,35; Dist: 372
Testing at 28: 28,19; Dist: 372
Testing at 29: 13,39; Dist: 372
Testing at 29: 9,39; Dist: 372
Testing at 28: 4,33; Dist: 372
Testing at 28: 5,34; Dist: 372
Testing at 29: 29,17; Dist: 372
Testing at 29: 31,19; Dist: 372
Testing at 29: 3,29; Dist: 372
Testing at 30: 11,40; Dist: 372
Testing at 29: 5,31; Dist: 372
Testing at 30: 32,17; Dist: 372
Testing at 30: 4,27; Dist: 372
Testing at 30: 5,28; Dist: 372
Testing at 20: 15,38; Dist: 372
Testing at 18: 6,37; Dist: 372
Testing at 19: 5,17; Dist: 372
Testing at 19: 1,21; Dist: 372
Testing at 19: 3,15; Dist: 372
Testing at 18: 26,19; Dist: 372
Testing at 5: 13,37; Dist: 372
Testing at 5: 7,35; Dist: 372
Testing at 5: 9,37; Dist: 372
Testing at 5: 29,19; Dist: 372
Testing at 5: 27,21; Dist: 372
Testing at 5: 27,17; Dist: 372
Testing at 7: 29,5; Dist: 372
Testing at 8: 12,1; Dist: 372
Testing at 8: 13,2; Dist: 372
Testing at 4: 25,39; Dist: 373
Testing at 4: 21,39; Dist: 373
Testing at 4: 23,37; Dist: 373
Testing at 1: 12,37; Dist: 373
Testing at 1: 13,38; Dist: 373
Testing at 1: 8,37; Dist: 373
Testing at 1: 30,19; Dist: 373
Testing at 1: 27,22; Dist: 373
Testing at 14: 11,39; Dist: 373
Testing at 14: 5,37; Dist: 373
Testing at 16: 15,39; Dist: 373
Testing at 16: 31,5; Dist: 373
Testing at 16: 29,7; Dist: 373
Testing at 16: 29,3; Dist: 373
Testing at 28: 1,15; Dist: 373
Testing at 27: 27,22; Dist: 373
Testing at 28: 11,37; Dist: 373
Testing at 28: 13,35; Dist: 373
Testing at 27: 2,35; Dist: 373
Testing at 27: 3,36; Dist: 373
Testing at 28: 27,19; Dist: 373
Testing at 29: 13,38; Dist: 373
Testing at 29: 8,39; Dist: 373
Testing at 28: 3,33; Dist: 373
Testing at 28: 5,35; Dist: 373
Testing at 29: 30,19; Dist: 373
Testing at 30: 11,39; Dist: 373
Testing at 29: 4,31; Dist: 373
Testing at 29: 5,32; Dist: 373
Testing at 30: 31,17; Dist: 373
Testing at 30: 3,27; Dist: 373
Testing at 30: 5,29; Dist: 373
Testing at 20: 15,39; Dist: 373
Testing at 18: 5,37; Dist: 373
Testing at 19: 5,16; Dist: 373
Testing at 19: 2,21; Dist: 373
Testing at 18: 27,19; Dist: 373
Testing at 5: 12,37; Dist: 373
Testing at 5: 13,38; Dist: 373
Testing at 5: 8,37; Dist: 373
Testing at 5: 30,19; Dist: 373
Testing at 5: 27,22; Dist: 373
Testing at 7: 30,5; Dist: 373
Testing at 7: 29,6; Dist: 373
Testing at 7: 29,4; Dist: 373
Testing at 8: 11,1; Dist: 373
Testing at 8: 13,3; Dist: 373
Testing at 4: 21,38; Dist: 374
Testing at 4: 24,37; Dist: 374
Testing at 4: 23,36; Dist: 374
Testing at 1: 11,37; Dist: 374
Testing at 1: 13,39; Dist: 374
Testing at 1: 7,37; Dist: 374
Testing at 1: 31,19; Dist: 374
Testing at 1: 27,23; Dist: 374
Testing at 14: 10,39; Dist: 374
Testing at 14: 11,40; Dist: 374
Testing at 14: 5,38; Dist: 374
Testing at 16: 16,39; Dist: 374
Testing at 16: 15,38; Dist: 374
Testing at 16: 31,6; Dist: 374
Testing at 16: 31,4; Dist: 374
Testing at 16: 28,7; Dist: 374
Testing at 16: 29,2; Dist: 374
Testing at 28: 2,15; Dist: 374
Testing at 28: 1,16; Dist: 374
Testing at 27: 27,23; Dist: 374
Testing at 28: 12,35; Dist: 374
Testing at 27: 1,35; Dist: 374
Testing at 27: 3,37; Dist: 374
Testing at 28: 26,19; Dist: 374
Testing at 28: 27,20; Dist: 374
Testing at 28: 27,18; Dist: 374
Testing at 29: 13,37; Dist: 374
Testing at 29: 7,39; Dist: 374
Testing at 28: 2,33; Dist: 374
Testing at 28: 3,34; Dist: 374
Testing at 29: 29,19; Dist: 374
Testing at 30: 12,39; Dist: 374
Testing at 30: 10,39; Dist: 374
Testing at 29: 3,31; Dist: 374
Testing at 29: 5,33; Dist: 374
Testing at 30: 30,17; Dist: 374
Testing at 30: 31,18; Dist: 374
Testing at 30: 3,28; Dist: 374
Testing at 30: 6,29; Dist: 374
Testing at 30: 5,30; Dist: 374
Testing at 20: 16,39; Dist: 374
Testing at 20: 15,40; Dist: 374
Testing at 18: 5,38; Dist: 374
Testing at 19: 5,15; Dist: 374
Testing at 19: 3,21; Dist: 374
Testing at 18: 28,19; Dist: 374
Testing at 18: 27,20; Dist: 374
Testing at 18: 27,18; Dist: 374
Testing at 5: 11,37; Dist: 374
Testing at 5: 13,39; Dist: 374
Testing at 5: 7,37; Dist: 374
Testing at 5: 31,19; Dist: 374
Testing at 5: 27,23; Dist: 374
Testing at 7: 31,5; Dist: 374
Testing at 7: 29,7; Dist: 374
Testing at 7: 29,3; Dist: 374
Testing at 8: 10,1; Dist: 374
Testing at 8: 13,4; Dist: 374
Testing at 4: 21,37; Dist: 375
Testing at 4: 25,37; Dist: 375
Testing at 4: 23,35; Dist: 375
Testing at 1: 12,39; Dist: 375
Testing at 1: 6,37; Dist: 375
Testing at 1: 31,18; Dist: 375
Testing at 14: 9,39; Dist: 375
Testing at 13: 6,29; Dist: 375
Testing at 14: 5,39; Dist: 375
Testing at 16: 17,39; Dist: 375
Testing at 16: 15,37; Dist: 375
Testing at 16: 31,7; Dist: 375
Testing at 16: 31,3; Dist: 375
Testing at 16: 27,7; Dist: 375
Testing at 16: 29,1; Dist: 375
Testing at 28: 3,15; Dist: 375
Testing at 28: 1,17; Dist: 375
Testing at 28: 11,35; Dist: 375
Testing at 27: 2,37; Dist: 375
Testing at 27: 3,38; Dist: 375
Testing at 29: 0,15; Dist: 375
Testing at 28: 27,21; Dist: 375
Testing at 28: 27,17; Dist: 375
Testing at 29: 12,37; Dist: 375
Testing at 29: 13,36; Dist: 375
Testing at 28: 1,33; Dist: 375
Testing at 28: 3,35; Dist: 375
Testing at 29: 28,19; Dist: 375
Testing at 30: 13,39; Dist: 375
Testing at 30: 9,39; Dist: 375
Testing at 29: 4,33; Dist: 375
Testing at 29: 5,34; Dist: 375
Testing at 30: 29,17; Dist: 375
Testing at 30: 31,19; Dist: 375
Testing at 30: 3,29; Dist: 375
Testing at 31: 11,40; Dist: 375
Testing at 30: 5,31; Dist: 375
Testing at 20: 17,39; Dist: 375
Testing at 19: 6,21; Dist: 375
Testing at 18: 5,39; Dist: 375
Testing at 19: 4,21; Dist: 375
Testing at 19: 3,20; Dist: 375
Testing at 18: 29,19; Dist: 375
Testing at 18: 27,21; Dist: 375
Testing at 18: 27,17; Dist: 375
Testing at 5: 12,39; Dist: 375
Testing at 5: 6,37; Dist: 375
Testing at 5: 31,18; Dist: 375
Testing at 7: 31,6; Dist: 375
Testing at 7: 31,4; Dist: 375
Testing at 7: 28,7; Dist: 375
Testing at 7: 29,2; Dist: 375
Testing at 8: 9,1; Dist: 375
Testing at 8: 13,5; Dist: 375
Testing at 4: 26,37; Dist: 376
Testing at 4: 24,35; Dist: 376
Testing at 4: 22,35; Dist: 376
Testing at 1: 11,39; Dist: 376
Testing at 1: 5,37; Dist: 376
Testing at 1: 31,17; Dist: 376
Testing at 14: 8,39; Dist: 376
Testing at 13: 5,29; Dist: 376
Testing at 16: 18,39; Dist: 376
Testing at 16: 15,36; Dist: 376
Testing at 16: 31,2; Dist: 376
Testing at 16: 27,8; Dist: 376
Testing at 28: 2,17; Dist: 376
Testing at 28: 0,17; Dist: 376
Testing at 28: 1,18; Dist: 376
Testing at 28: 10,35; Dist: 376
Testing at 28: 11,34; Dist: 376
Testing at 27: 1,37; Dist: 376
Testing at 27: 3,39; Dist: 376
Testing at 29: 1,15; Dist: 376
Testing at 28: 27,22; Dist: 376
Testing at 29: 11,37; Dist: 376
Testing at 29: 13,35; Dist: 376
Testing at 28: 2,35; Dist: 376
Testing at 28: 3,36; Dist: 376
Testing at 29: 27,19; Dist: 376
Testing at 30: 13,38; Dist: 376
Testing at 30: 8,39; Dist: 376
Testing at 29: 3,33; Dist: 376
Testing at 29: 5,35; Dist: 376
Testing at 30: 30,19; Dist: 376
Testing at 31: 11,39; Dist: 376
Testing at 30: 4,31; Dist: 376
Testing at 30: 5,32; Dist: 376
Testing at 20: 18,39; Dist: 376
Testing at 19: 5,21; Dist: 376
Testing at 19: 3,19; Dist: 376
Testing at 18: 30,19; Dist: 376
Testing at 18: 27,22; Dist: 376
Testing at 5: 11,39; Dist: 376
Testing at 5: 5,37; Dist: 376
Testing at 5: 31,17; Dist: 376
Testing at 7: 31,7; Dist: 376
Testing at 7: 31,3; Dist: 376
Testing at 7: 27,7; Dist: 376
Testing at 7: 29,1; Dist: 376
Testing at 8: 8,1; Dist: 376
Testing at 8: 12,5; Dist: 376
Testing at 4: 27,37; Dist: 377
Testing at 4: 25,35; Dist: 377
Testing at 4: 21,35; Dist: 377
Testing at 1: 10,39; Dist: 377
Testing at 1: 11,40; Dist: 377
Testing at 1: 5,38; Dist: 377
Testing at 1: 32,17; Dist: 377
Testing at 1: 30,17; Dist: 377
Testing at 14: 7,39; Dist: 377
Testing at 13: 5,30; Dist: 377
Testing at 13: 5,28; Dist: 377
Testing at 16: 19,39; Dist: 377
Testing at 16: 15,35; Dist: 377
Testing at 16: 31,1; Dist: 377
Testing at 16: 27,9; Dist: 377
Testing at 28: 3,17; Dist: 377
Testing at 27: 11,34; Dist: 377
Testing at 28: 1,19; Dist: 377
Testing at 28: 9,35; Dist: 377
Testing at 29: 0,17; Dist: 377
Testing at 27: 1,38; Dist: 377
Testing at 29: 2,15; Dist: 377
Testing at 29: 1,16; Dist: 377
Testing at 28: 27,23; Dist: 377
Testing at 29: 12,35; Dist: 377
Testing at 28: 1,35; Dist: 377
Testing at 28: 3,37; Dist: 377
Testing at 29: 26,19; Dist: 377
Testing at 29: 27,20; Dist: 377
Testing at 29: 27,18; Dist: 377
Testing at 30: 13,37; Dist: 377
Testing at 30: 7,39; Dist: 377
Testing at 29: 2,33; Dist: 377
Testing at 29: 3,34; Dist: 377
Testing at 30: 29,19; Dist: 377
Testing at 31: 12,39; Dist: 377
Testing at 31: 10,39; Dist: 377
Testing at 30: 3,31; Dist: 377
Testing at 30: 5,33; Dist: 377
Testing at 20: 19,39; Dist: 377
Testing at 19: 5,20; Dist: 377
Testing at 18: 31,19; Dist: 377
Testing at 18: 27,23; Dist: 377
Testing at 5: 10,39; Dist: 377
Testing at 5: 11,40; Dist: 377
Testing at 5: 5,38; Dist: 377
Testing at 5: 32,17; Dist: 377
Testing at 5: 30,17; Dist: 377
Testing at 7: 31,2; Dist: 377
Testing at 7: 27,8; Dist: 377
Testing at 8: 7,1; Dist: 377
Testing at 8: 11,5; Dist: 377
Testing at 4: 28,37; Dist: 378
Testing at 4: 27,38; Dist: 378
Testing at 4: 21,34; Dist: 378
Testing at 1: 9,39; Dist: 378
Testing at 0: 6,29; Dist: 378
Testing at 1: 5,39; Dist: 378
Testing at 0: 6,11; Dist: 378
Testing at 1: 29,17; Dist: 378
Testing at 13: 5,31; Dist: 378
Testing at 13: 5,27; Dist: 378
Testing at 16: 16,35; Dist: 378
Testing at 28: 4,17; Dist: 378
Testing at 27: 11,35; Dist: 378
Testing at 28: 1,20; Dist: 378
Testing at 28: 8,35; Dist: 378
Testing at 28: 9,36; Dist: 378
Testing at 29: 1,17; Dist: 378
Testing at 27: 1,39; Dist: 378
Testing at 29: 3,15; Dist: 378
Testing at 29: 11,35; Dist: 378
Testing at 28: 2,37; Dist: 378
Testing at 28: 3,38; Dist: 378
Testing at 30: 0,15; Dist: 378
Testing at 29: 27,21; Dist: 378
Testing at 29: 27,17; Dist: 378
Testing at 30: 12,37; Dist: 378
Testing at 30: 13,36; Dist: 378
Testing at 29: 1,33; Dist: 378
Testing at 29: 3,35; Dist: 378
Testing at 30: 28,19; Dist: 378
Testing at 31: 13,39; Dist: 378
Testing at 31: 9,39; Dist: 378
Testing at 30: 4,33; Dist: 378
Testing at 30: 5,34; Dist: 378
Testing at 19: 5,19; Dist: 378
Testing at 18: 31,18; Dist: 378
Testing at 5: 9,39; Dist: 378
Testing at 4: 6,29; Dist: 378
Testing at 5: 5,39; Dist: 378
Testing at 4: 6,11; Dist: 378
Testing at 5: 29,17; Dist: 378
Testing at 7: 31,1; Dist: 378
Testing at 7: 27,9; Dist: 378
Testing at 8: 6,1; Dist: 378
Testing at 8: 7,2; Dist: 378
Testing at 8: 10,5; Dist: 378
Testing at 8: 11,6; Dist: 378
Testing at 8: 11,4; Dist: 378
Testing at 4: 29,37; Dist: 379
Testing at 4: 27,39; Dist: 379
Testing at 5: 32,21; Dist: 379
Testing at 1: 8,39; Dist: 379
Testing at 0: 5,29; Dist: 379
Testing at 0: 5,11; Dist: 379
Testing at 13: 4,31; Dist: 379
Testing at 13: 5,32; Dist: 379
Testing at 13: 4,27; Dist: 379
Testing at 13: 5,26; Dist: 379
Testing at 16: 17,35; Dist: 379
Testing at 28: 5,17; Dist: 379
Testing at 27: 12,35; Dist: 379
Testing at 27: 10,35; Dist: 379
Testing at 28: 1,21; Dist: 379
Testing at 28: 7,35; Dist: 379
Testing at 28: 9,37; Dist: 379
Testing at 29: 2,17; Dist: 379
Testing at 29: 1,18; Dist: 379
Testing at 29: 10,35; Dist: 379
Testing at 29: 11,34; Dist: 379
Testing at 28: 1,37; Dist: 379
Testing at 28: 3,39; Dist: 379
Testing at 30: 1,15; Dist: 379
Testing at 29: 27,22; Dist: 379
Testing at 30: 11,37; Dist: 379
